pkg_name,sha256,vercode,with_iot_lib
com.domainrc.genrc,27295BF8F019E30BD904152D06D58247F061F1C12044AA1819DE00ABA435B2A7,14,0
com.philips.src.nightbalance,272BA0A066EFB03C3C7D24060482BF48D52C232B9A5B3DA23C8E8C75D36671A6,333,0
com.theorax_dynamics.camnir4,272BB274CE0936D561537DD1DF56E3C4F21312A1CFADF7021EDB44C162777AE3,3,0
com.intervox.zen,DD347DDF7438E1EDB7710A42489501087DA48B7804F59E42BBB2AA13816F341C,200276,0
com.williamssound.ppat45net,7A43B1CB495587312BAB66D7C01F53277F20634DD3BF0A74C898AB70E5823843,1488,0
in.dfflabs.smartprotect,272E6D15939579603DE12545BE59846B965D70AC406AE4B906658E94A763D044,8,0
com.panpan.crewwatcher,272F59E4A4B2BC1F3DFF13DCF4AA015FD2A7ED0324231FDB3FE0C4A495AB73F6,31,0
com.azuresc.homeconnect.eu,6025742E5DBE5CAF2A4089847C438A896014FEDDC9224F30F49C448CD7F3F89D,97,1
com.carephone.home,2732BFDCC4005BD1963A52C884943F22A0D5FCDA1409DB51923DA913FF6238ED,3,1
com.bose.controlspace.remotecustom,7FD7557A04EF8283EDE96049B394E7AAC131FDC3C0623E7010D39153CB42F9AB,683,0
com.technogym.mywellness.ucrecsportapp,273414DA0BDE6545956EC405CED59A035586D67853DDEA724A1022D741473EE4,9,1
com.relsib.lesa.thermometersmart,DA66CB7004104B1C78C72016718637CE6C5B034A1AB4E27FB1162C5CF4975265,201207,0
uk.me.andybrown.awreflow2,27347B1BC181E19CDEBBA583E53D1490E2D5401E76C828B11116B83F209B9958,2,0
org.linuxremote.app,27B89A2EDD9B9EA4AFF66A462A4E46077724F2DD156BF9ECE8D09385C9E4B501,36,0
com.fastlaneinnovations.gdshiftlight,4584D7FC8B0EA9A41BA4FE568F3229E177EAE718E52210809D3DFF670B5AF59D,109,0
com.orange.orangep428,273664CBAE7D404A1ABF2FF0E8D29C69D3A3E895CB815A912CF60A7B45441BFA,2,0
in.gaffarmart.www.tataskyremoteapplication,2736E97D3131FF405767B3F8FABEB5084F321980F363F18AB091B0D214B9A84E,52,0
com.arwin.gocheck,273738AD421A7B1895D1DB6E8ABC0BEE2E6A3F34136EFEB5E13DC21BD2F8A4DC,1,0
com.netsupportsoftware.manager.client,2737457778DD4CE209A7EE200323F50B7124F27B005BFF40440C45185992B840,3,0
com.findyourtrainer.duo,7CC9315E8BFFC47DAAC19E28B481C5BDA749928A316D9B59C45FE130DB8C01F2,40,1
com.honeywell.servicetool,273970CBC92D6E769E8114971CE5A6C505FB1312FC364413EA135003E12826B2,1847,0
effigis.cpat.cpat_mobile,9C83C5C4923CAC968777479F2B9DEBBC776E3B8A14C5FDDDC417A9F823041916,26,0
com.nctechimaging.istarpulsar,273D9AB54BF8E0A39C1E32BB98F3FFD4B538745C175578C724F4716C1FF0CCC4,102,1
com.ExpeCode.DigitalSecurityTechnology,2743FC72019944AD7ECD227C8D3492312E5E16F48468A8BDB53D5DE05054337A,3,0
com.yoctopuce.examples.yocto_graph,E4BDDC0BA08AB92410CE40D2360DB7E9BB8184CA5F424F62A85CE6715D3E3E79,37690,0
in.remotify.www.philipstvremote,35648B322831651B841F7EDF6A2AD288F076B51AA0E2CD10A04EBEC1CE5C238A,4,0
com.mileagewise.mileagewiseonline,F9721FBD28746D727F935AD55BF8EE60A0EE132B8941AA39A755DCE4D6160A86,8,0
com.safegrain.www.safetrack,41FC7E06D795EC8B7D7C6234E0998F909B2F7FD399F639E0C8BC1C598B2091B5,12301,0
dk.centic.aduro,D396B5F07176C15033907EEAC4BCC9B1719693F888C4195F32DA392C361C2668,2440,0
com.came.videoentry,27497841953872A77AEB52162BEF2E2E80BBC03FE65EE0D7387F6AB24D10C56E,1105,0
appinventor.ai_tennercheung.Bowie_s_BT_Braking_Voice,274A66EC34E194FD0361316A0FC6A4BE5FB5ACBF0E1E821344B06E2A2F9886A4,1,0
com.virfit.vhoop,DE83C88884BE62AA2406817E0835ADBFFA036503FE0228ED915E9EB6C4036DF3,31,1
com.appspot.sohguanh.MySensorsAd,A3BB7B8C98CBDEDC9C983DA3BF528C22796B29C7CE5616FB1C5096B83B7CEA8F,17,0
com.bestgps.tracker.app,615AE27768C6BA5E0C644CBEA88009157513AEA91B9BEC318E6FEF73066FF88C,9,0
com.carcam.mirrorcam.triponist,6AA94831E168E7E686525F15B3E8CF4479D62E992AA488B6256C271B3887A3B6,166,1
andromaniadeveloper.screenmirroring,FA89192BB749DD49F64DACFD68A3E48A6E7D51A968B3161A9B999A4796A24959,10,0
ape.skyfine.ble,2750B62152258E06EBB8C4BEA205E4A6FB6B4D3A220456D6AC3F70972809C996,1,0
org.amotus.nubitus,2751515867B90DD72DD08C457D1576ED29B79B8639D271165479442760C40B46,8,1
com.masterymods.modsforminecraftpe.furniture,59573A7E5F0433D44CD8B8F7A6C31DB299E3D284028FB843ACC33EF1B4647490,4,0
io.visionx.sight,275223762D23BB3B8520BE0258909CC9BFE386BF4A722B8018F50D8A4B2865D9,12,0
com.zkteco.android.app.key,C78525EC3075FE8644FE57F556524D7DDB8AB811073D6704E4890CC0C9F7E5F7,136,1
com.spincar.spincarandroid,D4765F187051D72CB14F5705C6D07A391C12659ED4370D9DE2C7DC7512EBE9A2,88,1
com.zhicase.bluetrum.gw.englandsound,2759595222A9F97D1B30E5811272B36E7E6D787C18849F7F5A2E2D2E3C044DFB,107,0
appinventor.ai_salkh013.BlueText,275B2726D071DB149E409A36C11BE771520521AA2EF25D4716981E2846348152,1,0
com.bobwen.xiaojin.bleengine,275B61C2F27C2DE88291B28CBE6515248EB2F9385784E54010AB07F7F35B906E,6,0
com.tomolabs.gearfit.quicksetting,275B9D4A3D1CFAB4E553B2D478FFA195E50E017D30DA6C54BAF4A01957166CC1,5,1
com.grobgroup.grobnet4industry.grob4line,275DA8A75E9C28394DF77E78AF0502BCA2BA6B38AD3CA15157F8952215E80CA0,3003029,0
it.onecontrol.app.and,E1A4E425669C68D40C3E5C9F1C51763E27D66E2EEDAA7143957876AB6DD9D3AE,45,0
com.activ8rlives.activ8rlives4,7B3663264D6D4F21186FE02BBEBEFBD7098D63A795639BD23CDF2FD8F2B3A7AF,169,0
pl.dtm.vremote,E92AB0A4AB006E24561A420054D0951D19A9218CD05E44C47096CE329F51767C,85,0
com.leakdefense,FF3B5F0A5AFECD32E60D13F4009037DA758A5A66827F72EB248FFCC92C3AC572,20,0
mtel.htc.contest.parking.app,A6A61550F3FC43083428DD696A236971162854FB1B52CE81EF768C6BBD763FB8,12905,0
com.ernestsports.es14_2,2764DD5CE055373BA3CD3FE1CB9211521E879DAEF9CCE8BCE1A096B097A59578,4,0
nimeproject.vr.vrskiingfree,27660D501D71E9A2837430BD1F4D5964ADE1B24D4F39346B3BD4868EDAD19905,2,0
arcreborn.mobile.android,571F17F78E2E37FC5FE8D59F9B6086A612773B2ED4088295BC6205C7D20EFD47,8,0
com.fitdigits.becolorado.app,278EF7199DC2272096928573668021210D8B24CAEF5240E8184F38540FDACD5E,315,1
com.abb.rxplore,5E094A9D773F4102B3D8DB851828CEC7793571A9CB96E63AB2BED6638728AA4E,1615968543,0
com.pd7l.ircddbremote,E445FDC6176411EA41481D0F1911D95B5D5E657A1681639EBCB0F9649D760E04,88,0
com.kunkunsoft.buttonlight,2769F43117B82DAFE6D9339048E5880F04F9FF3FD3A88936BE732D799EEA2D6D,5,0
com.miscdata.qrcontrol,9886CD345CD9E9E267BADADA9B55F403749C98726F26F5BFB60AEFA4DA002B46,15,0
com.cyclopsmarine.smartfittingsmanager,276DCB56437FBF46EEBE75C6B361CE06D53BEAD4156CE2EDE8F68B9AC5E12385,20009,0
net.seslash.smartaudioswitch,276E83A88F1B78D29F34F490B4DC1CFF8E38E728A68B9EC0A6503CAD53772E67,2,0
hud.gps.speed.navigation.sensors,38E18BDDAC1C528DEBF7B4FA7BED514B88A2EB1004D36FDD2A1084DB92644285,7,0
cz.smartnest.smartnestcz,E208885FC69F127AD8F7B90AA9036B45BEC8008513AFA074BD8C3B2FF2F4FB1D,2011,0
xkglow.xktitan,2772D61985B29C6BCDCC2714D9E9063B4307C4AC15314418174C83502162EA69,8,0
cn.com.startai.bluetoothsocket,2773424CD7D1C0B9B803D348BB875D56BB4F9F94411AF0309229A32C0E3994DF,16377,0
com.wyzemobility,2773C3AF36006BA0B70AC6EA6F957D3F99F263D9F8C6A592BBF122E5C4712887,8310,0
com.app.mighty_mic,B8D35D8C49743E6C9F5835552F965E2B6A53216CB002F0BD670A86D7D5A70E83,20,0
com.braintechco.licote,2775A92C4569533C556D49E1D066ADDAF78B1F1D063396C7887C90FAF9D3A6F2,3,0
wattabit.wmanager.mobile,2779837F07427EC6C4FD27F5A713DD3436AAD1468867B8970F02FFFF5979FBBC,50213,0
com.soundworldsolutions.csandroidadjuster,8AE07EFFA0AD24D9985E68AA1E6504E03E1E51774A030D4D6ADA9180E42FB383,23,0
com.osfunapps.remotefortoshiba,995301BA9268682018966FC93474947208AD6475FEE1322201F1EC878E3FD7DC,9205,1
com.ioex.device,277CA9F31A0C0F745AD81B786F12C9B1CBEBF76692AF50B829E61DDFD367CEEC,14,0
com.sensorshare.brewperfect,37667D8E326A9017711F910B397B72A3BEB97CF194986648C7C439DFF8AC697A,10309,1
au.com.evergen_mobile,2781430D561F3A8F07025BE5B7AF73B9175965B2657AB6D0244C4E0C9311F526,230010010,0
biz.geowiz.trux,451CA86DAC5297456E5B1437A576B054F25FF41E9DADB7867C3E5D8A9A95FF21,50500,0
com.tyriansystems.SeekThermal,C01FC8DC6451A55BCDFE6B369D5C27F20505CCBDBD005BDD164FD458CEB08385,265,0
com.dancingpixelstudios.sixaxiscompatibilitychecker,E781A3B06333B246D1BC4D8CD476197FCF83F401242E7981AE5646C18FF43022,30,0
air.sikorski.cvsfv,2783DDBE06B29B6571FBAFDA84154264543190DDC8D7145BBF10B240825C1310,1008024,0
com.zwcode.antaivision,278431CBB1BE43DB7A77E7D2AC8F2DB40C838EE83B4080FBAED3EBCEF9DC8A27,1,1
com.boditrak.lite,C2C1E760C9E0129D080318A1A1FEE42E79FE3BCA9F5DA8BE33C6CD3C321C7E31,10701,1
sk.lighture.dsmanager,C2FA962444ABB0B89A2599B469E74989E3BDFE80B5867FC0891E1DE6A7D8345B,23,0
com.waltonsmartac,415C629303D35D5CBEAF1A98A7D8275DB3EF0EEBF77F1C054314AC769CC8E30F,4,1
com.common.temperature,278771E9C59B124674AAC24C2F14D9593660154C6EEFA69CED1C8B608CA40F32,14,0
com.ac.remote.control.air.conditioner.temperature,5F119D012A1346791B8969578FF34F913E604ED77CEC66868BDBAA628336CFE6,9,1
com.luutinhit.assistivetouch,CCEA5E4B3B38649DE880CBE9867354C20DCAD116CFC9A4C8957B6A3E1E06A76D,236,0
com.smarthome.mykeyplus,278BA4F08185A95CD605816FB74F9F5AC333C609CDB8101D13F4B6BEBF1B15EA,40902314,1
com.contaclip.gsm,49CC20CDD76A1B120AAD9F191182FA4E1CCFFFFF18DBB104D23D23C958CAA0D0,15,0
com.foxdomoticsnewhd,5E69ECC38F7CD70A323C769E3E1FCABDF0D6007B01359B9E955B2E0FAC038FA1,10,0
com.meiller.MobileDiagnostics,27919D305ABCA6EF96796977BB005DA8119FADAFD58E5EBE21ED16C7D240051F,2018021302,1
org.tempolec.multismart,2792E0BCF21CF53B3C35B9536A1590DCF2C200E39520C72330B5399F7C18C6EB,4,0
com.technogym.beactive,2793B66A8E2F6A907397EE7F7F44429E94ACE9C2F9D60160B294A219B9E65B27,7,1
com.plxdevices.legionsolar2,6557010A14AA5577F26FE41D2EED6872766D5A0C058BC4A10E793591B6C8AD94,41,0
com.starcomsystems.beacon,27949BAAAC7E78088A5ADD32271FC6970735709ACFEAB45B079B7A9BBFE45B71,10001,0
com.p2pcamera.somfy,4EE681458CF6C78B176E47DAA0546B09FCB76A277249DCCEBB880186D2F02F71,10,1
com.vervecycling.infocrankdatalogger,2795FA4CE39B3FE2AC0FBA4991CF01AD4AA9FE38DD2695FA2598E9A493BE3E32,1,0
com.wdpremoteandroid,30D20A364528BC43DD3764F6E25E01CCA4C37C818F6FB83D19C7DC380AF22CC3,27,0
fast.battery.charging.ios.one,2796596DE25DBF9B29ED709E7C412885FFF02DC8668B91605D98E23AB4EFFECE,29,0
com.heimavista.pandoraSelfie,FCB87311585A39DB7CC7701D617DE34C8229FEEC2367E730A7774843E3DF852A,353,1
us.Time4U.ACRemote,37F3218823B05DB7295F7BC6A0EA8A954F015CB07BFA220DD60F46F33764A503,5,0
com.airmentor.airmentorx,279B09DB68F08A6B323D579DAA60C694BD1C53C823772B4B007CE8CFC5A6E4BE,52,0
com.telecoautomation.pratic,BCD64EA2F05674FB9788051EF5B35FB8FD491F94C3C34A846163A83533D45779,53,1
com.weedle.tv_dick_smith_remotes,279D8A94A9196B5400D400DC46F78298DE072F12D0E6AD2C56C526176DA7B1C0,8872,1
com.turnkey.iinstruments,E07702139F04C7F2891ACD7604B165942F1EA68C84F1D51E5A97CA3CB8BDBB6C,30,0
com.tekno.teknobell,279F12EB29F94C5D4019FC6A0D857DE369D603396E832B2EB237C2798E92241C,5,1
com.imaginevision.eagle,279F7BA224A65184C37E1D4C9B9F29F0D78FAC4952236C73E4A24B04FE168781,8,1
com.rotw.android.bigve,59845C2593FD0232CD0E10DCDA1AC3DDC2A8987D2990BEA02B52372E853FA102,53,0
com.mc.mibandlite1,388D316D8556265693D4AFE32E354AC27BA0B3A8734880ADAECA5ADF6F95BE21,1294,1
com.hilti.mobile.concretesensors,FD3000316282723043639F3F478055E4AEF7C5B2A19B3C49155F91D0C9C9603D,24,0
com.trainerize.boldmovefit,27A43800B717EE78364C4E404BA90107014BE5897048B69309A864541700E281,609140,0
smart.routersetup,27A60655640D28066EB40569380B625FDDB9CF8A340D738BC3409BB1E24EE1DC,3,0
com.sontung.roku.remote.control,E36CC71C124EF520ECCA5BDBB51EEA41F4A178B8AA5F380A7D4CBD3629B9CEF2,11,1
com.whelen.scanlockplus,27A921863ABB3C00064ED1E16FA34A48B134B6705322FFE1FA194C6321FD1BEF,2,0
com.skf.softfoot,CEBF7691B354987F928E2D443AAC71A6B5E57D4AFBC35305B0F4933126700FCE,259,1
com.teltonika.avlcustomized,D4ADB522ED7D712F769ED31827309030E006893D4876CE71CE1D9EF5B752E695,22,0
com.idemia.idemia,507ED3A825355F5363B0DE9512222F8E0901B5113C8C12C29FF880D1F9B9D473,33,0
com.comfortclick.bosclient,2DE8FF72A471A37BEBEF2A69BBDB61AA82B3722197E3D9B72413845868014C42,59,0
com.mohamedelgamry.light,A784A9D474409CF97537E8585E468F3097F06AB034E4D3A5F4A690F26B0A134B,9,0
com.heatcom.smart,27AFF913E6A3D34345DFD5E0F130C5A0D2F48157675333A404BDF818696E77FD,1,1
com.ayyanremote.technikatvremote,27B4B9CD2556F32DF505C77E426B2C73CF159938F3CE08539C2DD3571389B843,7,1
aws.monitron.app,27B568E79255555A60D4AF179C4E62A2912EB7EEA95CC66D540F3C34EBF9BB4E,100001572,0
com.app.excy,27B72038E5ED5EC8546CFFE903106B96D81B7C98717D0C68904BD4C93185F884,6,0
azstudio.com.restaurant,706A6B1755D8B5C074EEE8AB3078845678D5106170D0CF6FFDD405465A11E3D5,107,0
qt.em.marin.tertium.em4237pocketreader,78FA99A70D76884AEAC8869615DD4A17B91E63FB0D125071433A6B126B8C52A7,4,1
com.chkin.hearing,D786C2A4257EE5E8270E6981F0F4C2FF9E3D31C1D99AD6F29CC68474288BD86A,20000026,0
com.operaitaly.opera57401,27BC1509A460764BF0958B6A020950A1379849BBB215B874A43F17DD7A8C4511,10,0
com.comfiletech.comfilehmiviewer,27BC657FC2294DA45032E274EB4B53AD923385BFEF3265E9CD5DA50A687FF6D2,106,0
net.hondash.hondash,8055297CCFE70674CDA1C04724E2D91A985436D7C8C96A2538D01671750DE561,111,0
com.quhwa.smarthome,60EC9456248FC56B253D8EA11868B9FC6615F10F827E69B591A999650446A52D,19,1
in.remote.www.reconnecttvremote,27BE8231882A0FD261C668E553C023F3E5F82D6331680047C1634470E2D5BD39,11,0
com.acremotecontrol.acremotebluestar,3557CF410C6E7DB233E5B1FFF55FEF0BA1538940E4403816C35530EBE4294D54,5,0
com.weedle.panasonic_ac_remotes,27C2DE503CBD953AFBA6A94463672BF8DF4A04DBA47769CCE3A51CFCB3950C46,9205,1
com.elinter.app.hiportal,27C3923A3EED72C233035FD3C7B1D621A79E9DAF6386B3904E49861B216CF6AE,18,1
com.newtekgateway,736CBD3679B1537D1433EF90F206464A26AD4C95F75B69AA4E0D8F068E175242,332,0
com.b2e.mundada,27C673F9C0AA5C1E56A1DFE50CBDC2E97306AE8DF8F41B8EF1B7B156D31EEA94,1,0
com.newron.RemoteControlAndroid,27C6F8AD2AE8DF80BCB3812395C8CAF5B7DE99BD507A991DF3F3674E51AE1C15,10005,0
eu.millibit.bluetootherror,27C7A5721FEBBB2BD0DBFC543E720F5ACED8A56ABD73DE43F5426DD4DBDFB8DD,1,0
com.magcom.snapalarm,BFCCD4F87691F61A32BC6241E4301EFDAE8D37CEECB945049BAF82AA69314489,13,0
co.openapp.app,624E600E644153478449A82EE5D0D037EBA7D821CB020DD1D1B76EF269E103B2,95,1
com.ZETLIGHT.lx_v2ilumenair,CCA482870489318F138F66E4C8A57155C591D723A73745225077804F757F79B0,18,0
com.orbi.orbi360,27CD4701C6D73E3905557620C6D7D9FA2AAEC1E442E8DBF14AA42C59775F76D7,400082,0
com.vts.woodword.vts,27CD5BD4731E0098B755FA140BD745835223F572B84886450578A487E5FE8FEA,79,0
com.colortokens.Radar360,27CDF88DA98A03B07D73262A14108DDAEC3BA9E9F3EC5A40FB7BD9B1E6358B40,16,0
com.medm.medmtm.diary,343E879535A063FD6A28C2FEB1DF25BB7F0601D31B4C59879E2B08486AFFA693,9,1
appinventor.ai_etmx_eu.StarisController,27D0F8307298918488D641A314EDBA0A058B405FBF30F6AB0F084E6BCFF33660,101,0
com.studiodiip.bulbbeam.wifisettingsviahotspot,27D2B531ED197F94CDCA79FE187BA1A50291CCFFB287442E9B5B684E9A8CC0BD,4,0
com.prodigye.coucou,27D34CE6FD7BE3668EFFFF7041F7BFA3915474A84FBDE75B0EA18683FB71ABD3,1,0
com.nexxtsolutions.xpyguardian,27D3F76E1500F580D686D3CD32D4728A4EA8F424975A229A02ADEDF4DC5064E5,21,1
com.cnoga.singular.tablet,27D5172E6FCBB6BD03E8905D652D0DAB0AC63666B830D5628C2565E99DE40825,8,0
com.wifiaudio.omnia,27D534BBAAD7E89F243981984A0CF2AC1F49EAD23E21F4DAD7313203DF3E63AE,2021022513,1
com.ryanandbrenda.gpstether,27D56810B09198ABADE66F5EBDC0E44C52F611E1A7B5B4C70915D2170C0DF9CE,25,0
com.naavsystems.sensormonitor,979F17CE92393DE6BAF2E498D5248982B4C2922D0222243848926E6E8C2484BB,12,0
appinventor.ai_josejavierxz1.control_robot_bluetooth,27D66A8D3BF5EECAA2C9641C0F01880FEA85422BB887D702D418EFECD510F6D0,3,0
com.vimar.byme.installer,4AC199B83235FFE5E01B312A84FBBE2C52280DA7F57C17744BD369C855B20944,210423002,0
com.wallas,C8B04C7500EB5E01E66A9424052885A194754C832DDBCF4A0CF74698D9A32BE9,20,0
com.tcltvirremote,A80736D12C324A0F6CF39E8EE86BA60F85605EFD7EC49FA681FB394C9627C1D1,20,1
com.xjm.jbsmartcar,76F27BF96CC040695EE32AACF1CF867154581BF363915B469FE2C9491F168E8A,39,1
com.newlablight.omni,27DC13816A632FB03EE3B978DDCB39BEDABBC56234B07F532E40A0F4925C776E,88,1
net.sourceforge.opencameraremote,9811D8B94EF1862BD112313B5015B1B8A3B2F6B8B357B27E01A6D14C6482E328,80,0
com.orvibo.yidongtwo,27DF753EBB47A1D6AB093CFC610272014D41820895E4551499D19A2A7D40FAE5,40207308,1
com.ntk.RoadCoverNew,CFB21C3E046877A51FB77C5B724280FF1EE465FD3DAB9776C71EB8829B8D3195,8,1
ir.irremote.controlsmart,27E0E22ACCBD8E55EB4901FDC7DCE6BF36082CC22A38C6C4BD60496AFF8EA17B,1,0
com.iris.sensorybox.games.shapes,27E0F18847283CCFDB16FE06B1C1A77C3B091810B7594654BFFC785268D69871,44,1
com.overout.android.bluetoothlegatt,27E10901592679F96037AA23DD7C9A6E45AC527A0AF2457D167658862B225ECF,1,0
com.weedle.tv_grunding_remotes,27E156CA1A28455067A3674714C84897C47A69F8F94F53D6CFB1099C20E8B47C,8872,1
tbm.matric.client,2DDA817E0217C35B740C196813C8A9678E05FC92E836466778C06AFD6D388F84,44,0
com.panasonic.psn.android.nwcam,B6AE19E5BC484DCF0A3122916203988E9857A263DBB1E1D0ADEAA387F137B3EF,31,0
systeminfo.mobile,27E3EEC02D2170D862B4DA10FC6A8EBEAEC466ABF45165C5F285C4C41B63C218,4,0
com.rowinginmotion.mobile.boatapp.droid,D285E3795837F87EE75BF4ADE8CCB2995D406EC940BB3BFE0405AE9D5F1675E5,44,0
com.dlink.mydlinkbaby,27E440E78F729D1B69D89E438773E63D451EAFC3B800BC5C4ABF1C58A9AFCFB2,34,0
nz.co.nzcs.alarmwatch,DEEDD7D77F4119A57E36EAB8E5F0ED759545DB7D2EBD931D12698A8BC30E9B27,259,0
com.axzae.homeassistant,27E5D5C88C5C10291B4237D706C2D16DC25BAF712442AC29BED9274C9004304B,57,1
com.aptition.z2.receiptcamera,4292D27F82D596D1B017CAACA38F7165FE5F449137411E3DD4CBF1E451FFA9E7,47,0
com.t788.firstheadandroid,27E7F68883FF523B4CB9A4F9ED733EBAAFE60970DAD327421FAEC4AAB918BB68,9,0
com.huajia.blacktalon,27E80062F410961863EB489E95BBF7DFEA534B3871A48DB4CF8E164A007FBA21,5,0
com.zumtobel.proset,A469E1899CC4AB8351A0CFCA0B6BAD6F028D230086482342C08876F141CA3CA8,40000008,0
com.dcco.app.evchamp,27EB6EEB99033AC409FE0D442A204A600796EAC5612872852466EBECCC592F8B,1400,0
com.klipsch.playfi,680518A1C66593E3B445CE49218001F5CA9D5CAF4E10FEB2DD5EAC145CDEAAE4,6300402,1
io.ziiio.vumc,27ED6EDAC2A43F8CEF8C8AEBC5F92D12CBE08E53F08B8AD605779CCF166766A5,22,0
com.ege.sleepTimer,548E71B4F9B32CA671BA991CF6E134EDF04E4B0EED15FD3BE79E6DDFB0340E35,22,0
com.blaupunkt.dashcam,27EECBC5114B9527067D6B85CF6D7C2E70DC1DFC2D2754CF4A291ED09258265B,10,0
com.mjacoustics.smartremote.mjsmartremote,27F387BB51F4D9B7D073775AFE03DF02415FAED5D0592263CA53E3785544DE34,106,0
com.ctd.m2fx,27F53D19F3A940D3B3E96D882A1F57A893A3CCF1A355751196000B4C1AADE281,5,0
com.myitsolver.wingmen,3FC090686EA0FEF8E6876CD8F342C9C1E46B7884B678930E518D19119F6B5258,46,0
com.yc.hayloufit,27F6D11F8774C41DBB2BEC672E23486829FD3D8CF7AACBB3C6030F5B35307C1F,24,0
com.dsi.ant.sample.falcoapp,5EFC30B7BFDBBB619864429EB953DB9BEEB5DD3087EE4BFD37BE3E1D24DC61BC,10107,1
ru.maksidze.stereocamera,27F9675BD754F7BC48AE5BB5E0D72B49999A316C960DBA02FA9E97246E1B0C87,6,0
sk.samo.alarm,98BADE1B7A6AE2319C062AB348006B601FE3F9E72D66A929CE0055A8820A6E52,312,0
com.allpiper.proximityscreen,27FD2368EC43A32E06C64E8290566DCB47FC57B0F63D819B241E73170E5B3FF9,8,0
cz.princip.wddriver,9EAC23BC1E79121176F99BCDB011DF24C792DA865834A227745923EBBDFBF63B,102013000,0
com.nox.farhodomotica,DE56040637A24BD5BCB1FEB4941BC7B43FA2DF7C7879BD847A3ED72EADC80462,33,0
com.sonici.soundlink2,33AF5E5FA1D6420BAD556DB6438783DDFE7F69F77B7F7CBF11B0E342357A3493,10089,1
appinventor.ai_GonzoFederation.RemoteFS,5AD1E2FF77BDE4E36E739777741568D0E55855C44400E884813DD3428F7BF26D,121,0
com.rocksolid.android.product.camera.breezycam,280110BE888964605521927289FB13E876D732E6BDBE5CA70E3DCCF9A8A1CF49,5,0
com.npe_inc.scosche.rhythmsync,7F7293C4B638C5AD1FBCB7CE1921CD825C43A032E6D909355F46F8887F18306F,127,1
com.aerial.zap4free,280229BB9CF91BF41334DA709F383390B8993EADDFB6041495D08A3A8920D41A,13,0
com.philips.ph.homecare,9A170A2E66350B1B8E561AA1E938AA2FB7BE4CCD7E7CF4F40F6AB66FDE033623,23,1
kg.delletenebre.serialmanager2,A798467974E5DE10842E6412453681216BF2C544803A12AB6F5240445529ACD5,34,0
com.buzsikdev.pocketiot,2804EDC6DEE5117F52BFD24A7C34415E216B625FE227783E6B881202112B5880,44,0
com.alpriority.alpconnectlps,2805DBE7825433C8F07BDCCF8A66140F39A2F89E0EF3CA357C26471ED7379395,2,0
io.stempedia.pictoblox,5505002D0C5CE005E6FCC0522E60FCFF6E0DCC90AC64CAA696EA61D15C932C15,55,1
com.nikvas.ambiento,2809FA7D302601C5018AEE7546B36CA0E6106E55EF57AFDF95C1BEC84515BF26,8,0
com.conson.app,280ACD67E5D9C62667F5EB3D3548AF80C46B4464E5829EB30DC6442D695B8D24,24121,1
cc.blynk.appexport.touchglow_new,3A9E6BF6D9086EFDF23D7C2F1781B0118D835BDA89F434FB202DB0DEA06344D6,6,1
com.sbi.markbase,51B9A664E61B11205A9AA64D58C95DF971938AD59FB4613094FF5D9001B0FAE9,8,1
com.logitech.gaming.arxcontrolapp,DF2B6B329D577DD087D3073811F45D338FEE1A0B280C6EEE77D83AB869700CB4,303,0
com.tkjelectronics.balanduino,5DC065DF78BF58DE82C368595581031330C8BC959B89DE502BB50DAEAA7B5B7A,1200063,1
com.axxonsoft.an3,49F484D9DA46BE56C53E3E895F55A4C0A8FB70B69F815B0E258B6BB906ACAFC6,35210430,1
com.buddi.nujjer,2813619141E65DBFC64F82A253E2C1DB7F353934614D623F27BE96FF5FE348D2,15,1
com.deltaww.smartviewer,52E076C8DA9E292C4FA8FBFBD78E96D1DF56DE1AAE7E2F1A381C0063F34BBCAF,13,0
com.oortcloud.weather.forecast.live,D59E54470B9CEF2566EB82557EA7A63BFA21802ECDC0F8BE8B9232E9AAD7D633,24,0
com.rtrk.ekz,432C3C3335D659FA11C8F7D909AD64AE53F737221EDD087589F3A01E33EB6163,31608,1
com.somnics.inaplab,8EABF6923C22B06D3B67162B832CEA060D23226E863EFB9805DB92608B0BB4F2,135,0
com.allrcs.videocondth,ECD94A036949181BCCB305430FBDF74D1D7C9BEBFDB21ADC371634ED8E0B4AAB,8,1
com.stickmanmobile.engineroom.solfex,B120EB55E3E1BEF3330585B9A193FC452BA0F8A6434C697C6561BD212070FB56,141,1
com.alvican.alvican_flutter,2818AB61EDBFD0C969714AE3A0EA24931CEFD90F2856F1CA0390741334847E5F,1,0
au.com.redarc.redvision.tvms.configurator,3967105325F4AB18B539A7C0CF8276CF2421E112CEB529A591AEA549CE5011CD,92,0
com.tcs.app,2819405C5BCDAA57C690885480FA5372CEC6A2BE073D28613B9E10497DB190C1,71,1
com.honeywell.ics,5D3FE8BD6A5A44E2DDA132EF4F1043399E851B323647F75885A643AAAD46178E,175,0
com.mm.android.direct.VUPro,CC9751210A01DAE269362FAE82D9E55FE1A2F12056AEC506C5D8200729126734,7,1
com.neu.smart.repel,96FFC6D88B513F25D3967321B77804FF93E9CBA97D41C9E4C7CA2A8ED0C39D2B,10100,1
com.aktakom.asm,281AF0F851ABAD0D8FD7CD8E4A9344E2E8BA597BD5BA05A49953D8B95081578B,101,0
object.shazx1.client,281B75571E42F9830DBA8F40ACF77FAFDDAB301EB09E847EAE2805182A9FA619,12,1
