pkg_name,sha256,vercode,with_iot_lib
com.vuxia.wearFaceCollection,06B98FCBB7CE4BA5AD3E236CEA7A3136D23F6C9CE68473C18B9D16A6E47B78F3,21400,0
com.librestream.lloyds.remote,B2B956B6C69FE655079A2E2C10791C6CEC13B6A6E976D15DFA360FD1152F2059,301104075,0
app.cybrook.trackview,3E55D25841E4189B1552F5FD8F1F3C7315CE46B357EFD0EDF3E86E151F9998A1,3648,0
com.neuwill.jiatianxia,06BAACE8561FCE85C1E20F3240EB55BA42CCA44B9C76CE7059EAC005A5CEC37E,14,0
com.appfour.wearwifi,06BAE1933ADAB3B5EAA1C96E4D8EACBAB02AC2DE5146191D6D3A90E7FDD61789,2008100010,1
com.garageio,0E05D9EFE8ECA82DDE2842925EEA69F45EBE3AB2476ECE370F35BEAF36EDEFB8,88,1
com.vscada.windmill,195E7C922148BA22994C3C6CEB8AF266E4881B18AA0C7A2CB67972896FEADAC0,10108,0
com.akvagroup.control,06BC31FB02E0404588132E24BD495827C0E7D92A6A943BE22737EF60D77850DA,5616,0
com.smartans.house,06BCDA953D977A20319B3373B77455A96C0BFAB8E96E6B65418A70D22E546F7C,1,1
com.glm.trainerlite,66732142288B52999760F061A1C0192F291D0E549B02FB43D9057F806064D8B2,182,0
com.towngas.amr20,0BDCB1DC766499BA8073BC13948487396C96E56DEF5DB140A2119235D9371604,1404,0
it.drone.mesh,06BE5766AC0FE3509A8EF97B082375A1BEDF2A811746C10EF1BD4364D20A456F,2,0
com.appware.icarebustracker,A406100C6F8FD017E864A829139D9651C206FD61C2863D2E83BACF8F9896B26B,40,0
se.svab.quantumproduction,7A8E213EC77C71BB2CE11A00CA46DF6A979EA0DB7837F767467FFD62C3F82920,24,0
com.lketech.instant.read.thermometer,D825380726DF8BC0D0DA52FEFF5F5FD090ABA9EB05AAEA3985297737DC8F45A9,229,0
fk33.remote,6BA9B97A0F252CC47AD5805FAA85EE06D06CF9EE596F80C9BC50580EA6259089,60,0
com.bekonix.light,4F3871BF774CF27039D632157F76C66FF6BC5867BAFF42C291E1BEF44024827F,254,0
cub.kuhnRider,A68EB5800E967D477B2FAC5A691BEBC46485378733C2190B5FACD7F51F9650F8,20,1
com.rayiot.raybabymonitor,CD3E7ADFCF8FCBF4FE37C94D3529D82298A5C912C0E0B0DD86F798EB550E5E00,40,1
com.pa.tethermonkey,8318EF89E6FB26A9F0C7346346584045F08C7C3339D1BFB089735982470CA187,439,0
com.dpiinc.ISBWV418B,29D37D93B5A69CF26276AB44FA331CD4A2CAE8B741499C3F59AAEEBD203936EE,101917,1
com.cortexiq.client,DE02ED6760FC5907A3125732879CC8D943A4E40A54A880F308B5F0D21B03F64D,428,1
com.kelement.smart,B5AB4594BF7C957289E2F0484147D34FE294DB3754A092EBF6653BD40EB625D8,30,1
com.spypoint.icam.app,06C1F3DF072BF8517588790AA3E77AD281F9C898D5C8E392455E9F322E661A95,7,1
at.hargassner.app20,12AE1A4D860E00354D2CC12DDD36B4EE0CCF27C04A397E7C737767C17C598681,10104,0
com.kmedia.videoplayer,B21FC5694532B9835F382117931A8BEFBC3A3FFEF457903FE54F8AA35B423688,30,0
com.developer.gavinejoyce.sensors,06C3BC1CD28AAD69F48317379DE55282EB5155C373DE8BAD9DA6E009F1267F46,4,0
com.homestudio.ppfdmeter,7B33B27C7A881DF0C4BFEF01C46D1B753C0E669107171C1EA9A914923568065D,24,0
com.esmart.client,06C70618AB4A0AF275764845A87F8C3D4E576A4B42E2B9E2CC747714C8EE3DB2,1050,1
com.philosys.gmateon,7AC2E3082DDA3BED417A73EEB1E402B1E291875AA20E2628669C0BDF2B98251E,226,1
idcllc.BrewBoss,876F8017985591E9DAC802EFF4180BDCB5F833C7702C9A73B0C35832A3E5B63C,208,0
de.kisi.android,BB498BC663DDCDBB622FB18B5641292F83BAB88AE1E553F8AB53A08A0886E68E,2274,1
me.veedeeo.spot,AA85C8805F76F351E24257D035E48012F7EC7031DCA58AE4A521C38DD2E15A23,10017,0
com.hestan.cue,1F7173B0CC33524B66709D129FB9BE029F794302A3E492C1B013CC9FC72DD440,1505,1
com.nomachine.nxplayer,85D2CB5062B929206581036E9BCD8DB70F7AB44BF15783390FDD2211434C22DB,201607171,0
pl.in_new.raysid,383658E3C6D08520B1C666FEF764E04D5E7E3BDFC39DB68C2446A0623BC22A3D,128,0
com.measurequick.bluvac,C25369AD82D4BBE748DFAA17D199436E828F0AAA0A44E9267DC3F6F75BDB3C62,228,0
com.dev47apps.droidcam,DDB922D42CEDEDECFD8BA8CDFCA32262E5BF8C462F68C4BCA864AAC64F1664F4,86,0
com.artworld.pucci,06CDC2B68A78D69F5B3305FEE90D2AC8EC84A53BD75AAA08382B829C44E7C426,228,0
com.ionicframework.myapp246758,D0CC747410C7CFE0ADF7F1E8B4143371D9EDB7EAC56B8A4900A07476A79D61D9,101058,0
com.bluemate.garagemate,06CEF98FC88F3D64F52CE141EC9ECBD12829DCFA8D445B73BF9617C4238107BC,27,0
io.senlab.iotool.actionprovider.device,06CF17C9BC7C76CA25CBB3D5121ED12A89B354486EEC728101CEEDA667C039EC,8,1
com.teamviewer.quicksupport.market,B8059D4D1ABF10BA3FA4FF2BBFC8F9E5EA475BA1A78F5C336485B200D3113F98,1518076,0
com.healthreel,37D595B149AE966982508CF7CE8D1DA590B50CABF58D2C4415C8179A60412BDB,30,0
com.vishtekstudios.deviceinfo,2232A849EB5ECAA24B5479F2DB3EAAAFB992D3BED72935186AB7846127846D37,615,0
ifam.iras.basic.beta,325B1F52C154720517660F93D04AB349ECEED167A436D24C19088F538197815F,2078,0
ch.pickebike,D6C1437602CC15EA5C606F48B1C0CC6D45A7662355C63EC94C399F98C542C4B3,27,0
it.piaggio.aprilia,86AA77F77AF475084A2FC1975390402BB19B72F5D9D1E958E2BD13D25EF7287D,13,1
com.synthkorea.yamahadx7iideng,06D25DB7DD86AE56DD5B5B4A65321A28531421DBD202A82D523F02566E52AB52,4,0
com.kaonmedia.cpe,94CAC9E31799E7D434CB5A41E13C3D7EB5B5F0DD8DCBFBB95780C611D82F7099,23,0
com.loby.balance.car.google,197E4EA1EAD2B69045BFDF01D996AE0B8DA0D9B17959A34DCB0DE8973EAB90CE,164,0
at.metr.app,B57C23344D6641EB94065B53F63290EAEB762F3D93C8E63FC921BA803A6B0E84,40943,1
esa.estec.galileo.galileopvt,8419112ED97ED46A2A99D45F8B6E53085CA85A15A8AAB297E9AB8927C65E627F,572,0
com.weedle.universal_camera_remote,C9D1C55F77B8305F914C965A88C11ECF5210107A7691BF51E4E80C5653454597,8872,1
com.certifiedtrackingsolutions.ctsfleet_titan,D7CA65FC5A8EBB89FCE09FA6AEFC211E4DD94C01D4BDDA1E79B9AC5AED233C85,6,0
com.CDE.TIA485toBluetooth,C19CC2E57754DDF2044BABC7833AFFC3E6272A07190285B6FCB7F825692D29BB,5,0
tw.com.realtouchapp.smartwatch.taylor,F5FECD2E26037DA85969FC063EEDE4C78B00BFDDD1F8D037AA94AE591A5F48DF,2001077,1
net.bluetoothviewer,71CCCB345AFB217E009CD8BB81CDA4DF5BF8BA08B31E30DBD77D603D881B5A6A,11,0
com.floorsense.app,69CFB1681CF7E54361D903C54CF7C6ED883BCD9C7728EE7C3AAAA7C2C1425650,122,0
com.nikon.wu.wmau,F4E5A4574D1BBA6614A6FC7E2ADC6A5619F10BD018E1DD858BE729B9415AB951,106023001,0
com.codeatelier.homee.smartphone,1FF05D7F95683AFC97645EF60E69F83AB4B8656E62ABAE0DADBB41D901953AB6,213,0
com.agile.bonboard,5BE96ED17F4C5AD7408C82F598EB1670AD61FA25B7DAE5C3427A07F6B14B25F3,8,0
com.google.ar.unity.arcore_depth_lab,C66EAB351C46ABE00AC33A51D224575934431C73BB5D6CB4BBF4A4737838E83D,11,0
com.bticino.myhomeevo,886603EA1439072315D5144D931A9F800CA9EB74953D893AC33C7BB82509D199,30000022,1
com.brohkahn.omegawatchface,2E433D30040362E5CDD3E45D4A3FC6AE7934A6C10D8199C11B39302127FA902E,274100800,0
com.tcl.tclhome,4CC165E12E620596D4D24F9539AE66B7226EE6C7B93D77F3634358469CAB5D2E,107,1
com.epson.gps.sportsmonitor,AACB19CB15AB5BDD355AFBF11C4A03DC830C5F6CCFFC266D3890536A5D3518ED,22,0
com.bbenterprise.bmwua.prod,E75E1C23BB05224B595C851B4CEBF475693193AF55A42063B88EA4F9C4C90E46,2020071306,0
com.enabot.ebo.intl,C2CB2E5A815F22BEA3729B379C70DCA03EB5F37E49BE8E425C0FD9CBA6EE4B8B,33,1
com.lasertech.faceprofiler,7984C54FB4EA1C3CD059319B669E72735BA4A5F29AAC20700646554DA4ABAD70,4,0
com.meteo.lite,E4D55EC9FE5B6DC66275F02303C4DFCF4265BD12E13A86DBD56A05F99F263E60,21,0
com.millheat.heater,F27F6BCCB072CC8007DBAFD87A6E8CA758090B146389F8F01DDE7C75C3559729,144,1
com.vernier.graphicalanalysis,0DF67631595DD0DE0F22BECAB0138A27BED1D515F72DCB6D40FB3D7BD2629FBD,2587,1
com.isaigu.hygienecloud,EF2A27ED19C6C513B61C14D40C2C8766429D7025FB61A0CCC7BE7E2DA19B852A,82781242,1
com.spiderapps.tool.metaldetector.pl.instruments.metal.detector,06E2E75024276895AF49D38B8D6EF64EAC90C6FE506D6322495C78AA60B57194,8,0
de.johanneslauber.android.hue,35541F64441EA4DD667B5641B0737656DE5682209E3DEC031E74A4365D20B12D,153,1
com.nbe.pelletburner,AE43534B5CF8B5945B944C2FE5B174FA6291CF9D82BEB699562EC4CBC9E2F644,707,0
com.oklocated.oklocated,342748E50E3EF0E6018437E0A04B675BD74409A62D60A229E5C8999A4711ABCF,16,0
air.at.shsoft.mft.coordi,C9EA3056FA43AB082E75245312CDB0797D140329405F84CBE026A1EA9E9C3BBF,3002007,0
se.fkey.workout.lite,977D6319E58600DEA399A949C11244F5DDA40572251B3EDA708E4A67035267F3,38,0
com.qompium.fibricheck,BBAAC9A658F85F6FF873AEEF099B7C3FBF178A7319D4780BDF734A02AC932CAA,291,0
com.birgerhuysmans.trackit,06E79EBCBBD9E53F73C3A4D1A6949CF912E0A41F15A2EB163B7E37AABEEEAA6E,8,1
net.wagnet.agsense,9D733495EB4B5EF93578C23F5A064B047E625AF7520FF4D72FD9C7FA2E2BB724,95,0
com.coachcare.cmwlliteionic,29A0B5D0067640621DAE40CAE7D1A67B5564159586A50B11BCC7F8E0245B971B,241990,0
com.vison.macrochip.flytec.gps,06E996D5E672F78223A7261E7FA1D42B8FA8602983DB3DEB15405605B7A43042,4,1
com.foscam.foscam,DD261668DA480355B839F0C57522EB25536D6914A224582B8BEA26014FC4CA32,585,1
com.cummins.guidanz,3446E9BE14AA666811FF5BF1211743F1891330CC53AD994643C3371C6271F932,91227,0
com.pert,4EA88712289E79AB6E56297E75C9C937F90295720DFD7C8B805735E39B4B93F2,366,0
com.vinci.automacao,06EAD148842DA5C7B192D52D48E949199E9DA17D4699FAA8E72E92D6E2CD45F4,4,1
com.xylem.xtagapp,9373BEE8F42ABF15634A802CD4553C51ADE4C213B039A7ABB3994B49AC30EF1C,26,1
com.utc.cortix,CE09AB5407F207AA61DC21CFA56B552E2E474CE41A93B6ED08B9191B7E089946,5000046,0
com.fermax.wayfi,E3AEB402A70B6A1A907C464EF76E54F3927082D72CF24478D038EE692C0AF941,10,1
com.peoplepowerco.family,77FE925F30EFBF3972A9DABBAA160CFBD219A3ADE2B2E75491296B9FC4C8E56B,150,1
com.smartalarm.sleeptic,D039DEFF6AB525D6D64FB70E07420465655C490F56AD14CDB3203F867AAE9BAA,171,0
codematics.samsung.smart.tv.remote.control,A0941BBD044475BA05D6987C97FC19D2DD47BD1AA1E5D202C0CB7F47F7F07244,9,0
com.blt.oximeter,06EF13D48ABE652EED18E7D6D2B3C54A5DF2D0C6EA248D5782CC1C00F8426E38,6,0
au.com.setec.jhub.mobile,EE856238BFE134E2CB5D034D4222FC569F7C6E76C9FE517ECAE47B55E15E1DF9,1011,0
com.easycare.savy,AB223CBB0CBCC0B2F18CF91AFA30C070A0655AC141831A8E2FCEDEA5F0BBBD81,6003027,0
com.hinteen.juowatch,06F0C6F80F74027971BCBC1E32744F33A42BDEBEA4787F4A5EB1514725A2E6A7,13,1
com.riserapp,6105BD9E61EBF2901AE75CBC703E9AB150379E6CB1825E0FBF31E2BBDA69A3F3,487,0
com.yunmai.scaleen,26960DD919F364C800AFDA8C9C1AC59BE61AEB7C994D40E874B4B133C8BD988F,2021012811,1
com.apone.android,06F10FA311B534661518AEFF441086A41B5041C25FB2487ECA3A5478A109D6A1,4,1
com.lefebure.ntripclient,D7D26DD5782D65CC6EB53272FBDA4412DDBE5EE247403B26A0C4282794090967,202102110,0
com.brother.printerproplus,849352853657C3F494FEF1F81FFCF5419B6B4FC6AB3C8112B231A79F59957B35,28,0
de.cyberdream.iptv.tv.player,E149BB4BA18204FF914CDD642D0B54B008A2CA932AB5F97A96234BC44651E382,10143,0
com.orbit.orbitsmarthome,1F6DA61BA7B9628EFEE3806CD1E77B4D112A48CAAF43F2736D20F4E8BA835724,552,0
com.macdom.ble.blescanner,482DF0CB1EC7A4D0B91BEF601F3F1A8B57544C9B06579D1E97D4E63D9125748F,29,0
com.voiceforiot.voiceforiot.demo,06F27AFFBC395D04434B6A1F3785C2254CAE4A62C4ECCAA1FF8A50714641BAC9,84,0
com.ambiotex.android,2DA9E56CF93535C27BBCADDDEAAF184C9D3844CF1EB9FBD30F938C485A7EDE69,64,0
ch.cerebrum.ChargeCycleCounter,06F3284D716079A7CE194DA7985597480CA75D10DFB16A466F988565AAB21EF6,21,0
com.apps.SensorBox,06F4035F9BF39D32239D5C5B01F1C5AD4463EAAC73661963AC6C1B366D4CFD58,1,0
com.dc.battery.monitor2,5CA67938139A42CF68EBA6245CCCD3FC2FF60B8C5BD4D320949066C712337385,75,0
de.sonnen.portal,06F4AFF65603BE1AE62476CFD917C3755B20AEF53DC4A64B5FB2B1B347BCEAF0,141,0
com.yado.sbh2,B31AF79842E13EC61E0F100A61EFA33B23A8D1B5B346A8B787210A2994EEEE83,63,0
com.chi.patientapp.dev,249A4EAB243691612562680CB41BD118A69B665E40BED6ACF6C4C2B36CC69009,196905,1
mobidev.apps.targetcam.camera,2C37C14A9EF18104DB55D7F7296DC7D6EC4D2168C8DBB97DDA78ADD44A56D159,8,0
com.lewei.lhufo,9C4C0C424146507DF1D21535D815FCFC84BC6BA04F35981A681B434230915B13,18,0
com.mobilogix.MotoTracker.IND,06F69798CD17C504A28B6550DB431AE54F66BB5C73F1BEE16C8DE3C906B5BEB7,24,0
com.zzootalinktracker.android,06F6D0CB85842537E3E86296544D19BCB6C5865694E99313DA7FDC6E5C0274E3,80,0
com.motorolasolutions.wave512,CC59E2E8811419055FACC7057FE7D12EB2768DA0FF69152A654C340755E0B008,74762,0
jbl.stc.com,7A56B7AA3EBC5ABF08301F2D025D9A0B95778E76234D2E9F28C77F75C3092448,210324148,1
com.compellingsoftware.AlarmHandler,AC8A3C50CD6277F8E737ED9E862A1A94A3D77C77D5A1C549381451A38AD9C089,4996,0
com.supremainc.android.mc,A7E6736B7094C05689F6EC6BE230414F1723905540F6D62BD75191E614BE8CCE,21043001,0
com.rochestergauges.edial,06F7E30221B52B4D75D6740C8B01B12DC6E4E117E5D68D7B106FC304461A7CA4,1,0
com.bryant.brservicetech,B4F95EC61DD349E03CFCC5CDB6BD5F1BF2210C490383D61D9D84228E1E902A6A,27,0
com.powersoft.ControlApp,06F846DE44B5751FE7447A3DA7C08ADC911A8574B2942C95A28FDB5E0F4D0CB2,85,0
com.crboy.supersiren,EC0338DDBE6FB837AAEB38F5295C2F1B69DCE1934C84041F01C1E8C3F2ED93F1,27,0
com.lafayetteinstrument.cleggcontrol,48612EBAA4598AD7B1FB2469123C91B3D223DA1340FFA7A9AC3D6AC80BF7E903,33,0
it.adeogroup.superplug,06F90C9F313B080264C2F21AD853F3697DEBFAA82229715F6381764D8270611B,20200,1
com.ocelot.ocelotapidemo,23EE6CD783FA71C9AFA29240014E4A6BE8544AC3AA4E7BCC7F716A95DF2EBBA4,1004000,0
life.vrhealth.mobile,06F995F5ADD0966E6AA92D762F3A0E2F2B80D6F58B565FFC37B4FD4C6A566E40,83,1
com.ionicframework.gatebook815191,EA96BE2F17E0D2664BD80DD7814E8BEDA6C36154161D091F450DD032C3BFF9AF,10405,0
com.informappics.chaosmanager,E1976575ED3EFD26DDA368E4889F975145336F2C7EC114B95304891135010860,6,0
com.lenzetech.traxxittt,06FADC3EDDB80198467304B6BEA53B9DB4EAAA5B9EBF60637D2AF1535DEA68F6,112,1
jp.bizstation.drgps,E5D0940D9A0BAC0054CC666C5AA71FDA9E5044A64C2C3E7F326759235E484A3B,156,0
com.boshdirect.stwidgets,06FBE4136035F801790AA8191DA9F0D662EF8F338E06BF2E2D15147E397FABDB,91,0
com.maxlabmobile.sonymail,06FBE55C85506512EA8049F47D99C089E6D98EB4147931051CBB31D99C7D1DD7,202,1
com.ardunioSerial.crux,3392A364D8FAF47D561616C799249BBDBB223F368C205B901AE42718931AE593,14,0
com.sierzega.STerminal,372C0E3A43ED0C8398857471EB8C5CAFAB6FAE264BC8A6EF7ADBEF22DD011C26,41,0
com.universal.ac.forallac.remote.control.acremote,BD7484EEEBF5641A93A2A2CE4E6E213BA546C61EE4681C6E5E1C888371950EDC,5,0
reflex.smartlogs.pro,06FD1E0D00D6011FF08C609788D5FD11FA879F73145CFC3F259E9DF34C9AD7F6,10,1
com.wtxhub.waterconsumption,06FD25E6C50FC14F2287C253C5F2AC2A66ACDDC2C5F5F4545F40DD9DB65EA726,4,0
com.avidsen.cam,471AFFA5E95E0C88C6AAEDB632E393BFE5117183741DF748D569A6A0FE3E92FE,41,1
appinventor.ai_garethnisbet.TBOTController,93633894C7A607E1E3494BA54E454F1F44229B7E45E67B1455117A43DB86A8C5,6,0
co.plano,E0CA0E40BD25E35D795E14626731CA8434409F6E35181722A4D531419EC1B960,88,0
com.obddriver.free,CEA1692FCC93C7B3F23510DA4E8F4F14D24346803DA0A6F1951524F768534A59,56,0
com.antilost.milfinder,06FEA2BCF6278B1A274AD57B504E70FA88C8DF17B06FDABFB8E0833AC385C6CE,26,1
com.tplink.omada,07C72E941ECDFE315BE8474047CF342CE01F1BDEF9E8197ADC1F7158DB0FD257,42,0
com.jcr.android.smoothcam,AF1CFA2539FEEF8F8CDEF2662384CA09A9A3A101B771071F008C0B819F4E6488,304207,1
com.lepu.lepucare,7EED42DF83862A328ADB63FD7E052A5BC28114F2CCBE5B09B3F512FCA4D0BD7F,96,1
com.lsc.hcd,07005012696EFA2CB1C9CE9B9EF102F81A691905F41BD65ED282F0A83CDDE19A,32,0
com.rb.airwick,2334A6831627C9336CEA055B8AB3BBC1AAB0098409F65CA904E643AE262D5D4B,25253,0
com.iruleav.nebula.android.prod,928F9AA0363A586BF6D286F1AEB563008AEA3FE0A9EE921D08A9ACD02FCE2CAE,80,0
com.videointelligent.birds,13702F95CD7B51B579DFDAAC18529FCC157AC28284640610AD8B73B07139C91B,35210430,1
com.littleapp.digihudspeedometer,5F4F93CB92486729150E6983CDD56B52AA0F8236E5AB1F67CE48169F68CA10D7,24,0
com.himalayaapps.airtelremote,BE4B78866AE5A15F134D09D9FF1F7ABDE2C754BC07947F9356E12A03559499F9,3,0
uk.co.qedi.gopreserve,165147153F60D94623F03AC5E862F78ADF41D2F34A6467C7E4EFDF9BEDB868C6,1568032555,0
com.comodule.ampler,D28C1F8172A4427B093C0374A04F05C000D8ED7FB468D76835A2713823FA2290,203,1
com.corefortech.app,0702F0EA3C445D80EBA84D88286491B9BA3D0E09E26BAAA6F169E0E4DAEDDD45,100001,1
com.falkenherz.fams,6F1130A288878B89C254C5F2BA59F82A510F635DE13C3C8602DD03D09F99F0F2,10018,0
com.ikmultimediaus.android.blueboardfirmwareupdater,07058317764E190E2644409A25AD88E9683EF7FD19989F86710E6B596914656B,4,1
com.vsmahome.vsmahomea,87D32060A8B6F6DD0F14843839BCF75B75818F9488FB2C318FAB4AC0126038D6,101,1
co.sonofy.smartroomsolutions,23A2696362F13F691089612E512D8B9D93BFFC7FDC26FE0142F3C0B0C052C7E0,361,1
uk.co.mx5tech.bluetooth,070648ADDA4C7FCB7B74E5CDCD7D99379B0C2C1E5A77DD4CCEF7C33BDB9E9C12,6,0
com.horsch.android.controlapp,07064FAC2BFCC060D76B193D636CEBA070EE35814B65FC08FAE491ED70BCA8BC,216,0
com.manganelli.zebrix,C17D1547F6141FDF18C95FB330AB70D2D305D8D6285FABBA64F5266BC303E164,10504,0
com.beacon.scanner.teksun,BB3E81B4F935E538CE02872D3F3C90C4B7DD70ADFBAD9330B4BDECEDD0DFFF0F,4,0
com.startrackerconsole,0709174D1A909A4DE3C06B7C9078817544A5A61174BFD29E24D104CFF85F6A36,17,0
com.bobobox.bobobox,1A7EABDBF8A774E9A869BF410CCB8B5DD9D94DBF7B5596735FCDC94F2B02C038,117,0
com.hyena.qwic2,070B89544893BFC5369D9E890A4BD5BA636BBDB8F2A67C9E6B95AC018377B57A,26,1
it.smartapps4me.read4me,AE34EDBC3AD36D558D561C6BC2B797FDADD8AAABB910AB4E4503CB487261F4FC,135,0
ru.laserwar.lasertagconfigurator,0D9457F13714000A680493F5939F8615D47C057FFCA8D03581DF219622931089,55,0
com.msasafety.a4x_a5x.app,EFC8FEC168BB3E9F7D79FE7CCF7850C158DD0C2862E4620684C3CF52290BD61B,31,0
org.fe57.atomspectra,CDA89E619A6A02366E5608526B84CB43CD5B2D510064D08BE8B9B97CB35F0C92,65,0
ru.dora.android.extn.ssw2,070D3D54720969BCCCDB969C88D982ACF4B30747FB8855FCC94F4C0A05EB670E,10001,1
com.gullivernet.nw,AC77ACF2DE7AD245EBD90F6893A4A1D8E39D37567029989E8628DE5715354966,1175,0
com.androidlost.tracker,070DC5AC890B1408B5AEC96B917502356A1CFBD60F1752DA46C85B6167E8209C,3,0
com.phealth.smartBBQ,9F2264DEA409CA092844A8D737A7FC6756050D37C00C196528D674BC706E5847,4,0
org.evil.lighttile,070EB71B247C64D8DE3196D976BBF98E553723CA086802F347D7CAFC7BDA683C,1002,0
gamepadtesterlite.saturday.chimera.com.gamepadtesterlite,89A99320AF66D1D16D8FE0E6B2AA98E888FAFF0047BACC021C9FCD496CD14D1A,13,0
com.glacierpoint,07108BF6B53D0E38DA94FA1DF6EDD4046FC979FA68D7E056F90F58E39A369A67,577,0
com.solidoptics.recoder,21CA3370426A9F6B35EF0C34212140EFEDE6B918C76F8257B23522635453E218,176,0
com.ifsworld.scanit,0710BFE8C2113276FE9416D1F20026970E3716CA029917F18DF487B5A99E669D,15,0
com.xincore.tech.app,BC8E3CA34605FD441E579DDA1C6333C15891B5B2386F229B19A84DF59C3C21FA,86,1
com.fmee.fmeeservf,071141310D4A61D2690396A2514D2F13343B5AE79AB65C9882CF67A36E9BD108,202,0
org.nativescript.sunvisnative,4EF7D4DD6F2FBFE594DEC08EFEAECF7B23EA0D7FF8CF4B03F8756ED853C6BC5B,418,0
com.friggatech.friggatrack,0712638E3FAE2C115CCE01D9EF12A64361160F320C8531D020BD67E5CA3C046C,15,0
com.mindtech.pontoativo,071364F99C28EEA897DE7FD51492733F8C193A8CB1470F46CFC6C5D068C48DD9,30006,0
com.allied.comfortsync.root,C94192FC24D6EA4F4217A8A0B1BE6B48794F18936222D88E1DF5F5BB3B62E512,11,0
com.healthyvirtuoso.android,708B2D135F6B9EE82C383BCB7B737A4FEDE35EE483B37EF521A9D897CD85F1D6,165,0
air.com.venstar.skyport,F557F7EFA6D35BCA00EBADEED808467E84ECCB6FF2A732186DA10D3D54701E73,6009006,1
com.ibaby,66D95F31AAF14960E51E4E8F0BD01D99D92E684A274D8B66DB362CFBC1C88994,132,0
com.opto22.aWD,1D0160DF94F12AEAAD29B7124240FFBDC06F168252DD094BA70832E0B1C4F40F,23,0
com.kionix.datalogger,5FCA8352028691073A70B85E4CAFE7ACF476EBB562C1E63EEEEBAC0322055D9A,35,0
com.pitchgauge.j9pr.pitchgauge,07171FB33FF725AD77EDBC555DE25553B36CDB65942722EAC6553D434FD10E97,4,0
com.harlo.bitebuddy,07173B8885269D520135008691D66D5C0184D175D81C769F5E74CD5274A86E96,200,0
com.continuum.android.its247,223CC126173DF6B06224B138BD86EA40A5FB57AC8047C484684D8F56E95431F6,1630,0
com.time.starter,1EDB632461F39B3233EB3F5B09C2422B0900792B3BD009E2354AD41929527846,71,0
saber.com.savedata,0C084604BA75141AD4E14EB7ABAD8F13037473283E9B838E65495CABD029201F,10,0
com.tangramfactory.smartgym,0718D27F45521E154E0992FCCF0B28D069CBD1B3ED801395F2163AAFACCBD5FD,38,1
com.kamoland.yt_watch_g,A3826041EFEFFAE1D36D244FC116E4DFBF4C8A8139123A0BBB8B4AD0AD726485,300,1
com.myfilip,F2BF612E2AA5DFE5EB837BA1A6164A729D7BF618DD005B38195CC5315B76F547,134,0
in.remotify.www.changhongtvremotecontrol,875789358B4B706B175AE0AE6933222A504499FA49113421721DCE27E46D64BD,2,1
com.jarvish.android.jarvishpremium,7F230EE1B24CA09915B7157490D4C3E01363683D5BB644E3925CFF4A3F512486,22,1
com.nissatech.alarme,071A324E8BFE7EC5DA45EA183044DA4678DEDC34BCB51C5A5B78B6B05FD2C3EA,1434503,0
se.netmine.hobbyconnect.android,071A5D903D5AA12CF0646D83D241BAC844D540BE7739068532A7A86064BC4C70,5,0
com.podolabs.podo,A4C0A07085A79D1FB44F0D6F45F3CFA65CD08018372521E5F02201496813D798,7,0
com.droidinfinity.heartratemonitor,E6EA3A8315340C81B947434267340E5EC703FCA1F73E1332CE7306D7001659D5,47,0
appinventor.ai_aggellos2001.Magnetic_Sensor,E497356FAE5D19041C51E1C8A6DA9246E7D1846AF9E517358998467F28239BB3,11,0
com.undertile.vistapool,82AD8624977B663CBF58C38605A70315167067CFEF2845D07D486439C3E3DA06,30113,0
com.technogym.mywellness.echeloncyclingstudio,071CCDFD563DA5AA56C8788D453E3BCE982D00DA113A9CA16D4D5BA864C7D812,7,1
com.agilent.oscilloscopeMobile,49921E5D657774572E58A62C9AF1329D631D2691BD706F99A502F0B6ED24091D,1805011404,0
com.goldschmidt_thermit.gstraight,BE56D6E398E11A6F28B8509740A57224A04EADBC323059AD00449FE6ECA89C6D,35043,0
tw.com.px.gobiking,071F9EBB24A64F86B29974591753C13E64F22CD9BF9D22B381FDC7E867E5ABD8,20200331,1
com.cat.psld.mobile.cwms,2751ED12C3853A6C4566E5F2E7E92F2900340315B66FDC79EE3DFE67061C2E60,42,0
com.youren.conga,31FBC1D70E3C2121DF7191F387DA56C0AAEF631431CDD6546EDA85C0014A8FA3,22,1
com.lgtvar.lgtvism,07222956DB181A0F8F5A167B54A84D769BD66461DF69A9B07840A4BA2AF70311,19,0
com.myswimpro.android.app,E58DE2182549EE703B2A0126ACBC8FFB01ACA887C76E8EC6689156FC8A445DFA,1021,1
site.pegasis.raspi_monitor_app,86922D6900FE0FE052520E47320CA670082947208504D17A827CEAA140CEA39E,2011,0
com.runmore.fivektrainer,C4FA993CEDB4968C7611EF1F6B21A98A120EA8452F2F99BCA5CCA0943A25CB5F,35,0
aicare.net.cn.simply2bfit,0725C2DFF501918F16F85CF3A7EC9D2C000C9A835DDF4EE55531C2D50D0DF892,7,1
io.dride.garmin,8AA5E787FC57A0868A99EE4CBC71986B7B9A8405008D58B1DF089FD6634D9526,790,0
com.ottodiy.beta,072760C9A9F3E39241408EAF94E461F0278E024D6F47B6A96B51D74BBA4DE55E,4194312,0
com.novelmatrix.humiditymonitor,1B6F04CADBFAFBFC247FA48FEB4E648B9C15AFD93EDD53AFFAD55F4CFE4C35DE,43,0
